LAT,LON,COMPANY,LOCATION NAME,LOCATION TYPE
20.647673831923,-87.0559966564,MELIA,Paradisus La Perla – Adults Only – All Inclusive,Melia Lux Chain
20.660838,-105.253092,MELIA,Meliá Puerto Vallarta,Melia Lux Chain
20.55246,-86.9237,MELIA,Meliá Cozumel ,Melia Lux Chain
20.64714,-87.0569,MELIA,Paradisus Playa del Carmen,Melia Lux Chain
20.647673831923,-87.0559966564,MELIA,Paradisus La Perla – Adults Only – All Inclusive,Melia Lux Chain
9.311621,-79.8688,MELIA,Meliá Panamá Canal,Melia Lux Chain
-12.0928,-77.0527,MELIA,Meliá Lima,Melia Lux Chain
-12.122368,-77.027211,MELIA,INNSIDE Lima Miraflores,Melia Lux Chain
18.67688,-68.4117,MELIA,The Reserve at Paradisus Palma Real,Melia Lux Chain
18.673427,-68.407072,MELIA,Meliá Punta Cana Beach Resort - Adults Only - All Inclusive,Melia Lux Chain
18.674513,-68.408249,MELIA,Meliá Caribe Beach Resort,Melia Lux Chain
18.70134,-68.4391,MELIA,Paradisus Punta Cana Resort,Melia Lux Chain
18.70134,-68.4391,MELIA,The Reserve at Paradisus Punta Cana,Melia Lux Chain
18.673537,-68.407157,MELIA,The Level at Meliá Punta Cana Beach Resort,Melia Lux Chain
18.674919,-68.419172,MELIA,Paradisus Grand Cana (Formerly The Grand Reserve at Paradisus Palma Real),Melia Lux Chain
18.677494,-68.411220,MELIA,Paradisus Palma Real Golf & Spa Resort,Melia Lux Chain
10.49252,-66.8771,MELIA,Meliá Caracas,Melia Lux Chain
36.66897,116.898544,MELIA,Meliá Jinan,Melia Lux Chain
31.140306,121.667093,MELIA,Meliá Shanghai Parkside,Melia Lux Chain
31.170963,121.291455,MELIA,Meliá Shanghai Hongqiao,Melia Lux Chain
34.207947376904926,108.97718143749236,MELIA,Gran Meliá Xian,Melia Lux Chain
34.761932,113.773179,MELIA,INNSIDE Zhengzhou,Melia Lux Chain
30.5751171461279,104.04037793869,MELIA,Gran Meliá Chengdu,Melia Lux Chain
29.35,106.33,MELIA,Meliá Chongqing,Melia Lux Chain
-8.708414,115.172797,MELIA,Sol House Bali Legian,Melia Lux Chain
-8.798900,115.233700,MELIA,Meliá Bali,Melia Lux Chain
-8.72480585836784,115.1716786623,MELIA,Sol Kuta Bali,Melia Lux Chain
-8.78679,115.2267,MELIA,Sol Benoa Bali - All Inclusive,Melia Lux Chain
-6.234664,106.830542,MELIA,Gran Meliá Jakarta,Melia Lux Chain
-5.150536,119.414797 ,MELIA,Meliá Makassar,Melia Lux Chain
-7.767178,110.431608,MELIA,INNSIDE Yogyakarta,Melia Lux Chain
-7.797207,110.368885,MELIA,Meliá Purosani Yogyakarta,Melia Lux Chain
3.143339,101.709725,MELIA,Meliá Kuala Lumpur,Melia Lux Chain
16.8270274,96.1551601,MELIA,Meliá Yangon,Melia Lux Chain
15.880938,108.330706,MELIA,The Hoi An Historic Hotel managed by Melia Hotels International,Melia Lux Chain
15.99976,108.269993,MELIA,Meliá Danang Beach Resort,Melia Lux Chain
21.02416,105.8483,MELIA,Meliá Hanoi,Melia Lux Chain
21.0864046,105.3564388,MELIA,Meliá Ba Vi Mountain Retreat,Melia Lux Chain
10.780278,106.704167,MELIA,Amena Residences and Suites managed by Melia,Melia Lux Chain
10.77243643,106.70252812,MELIA,Innside Saigon Central,Melia Lux Chain
10.146251,103.97734,MELIA,Sol Phú Quốc,Melia Lux Chain
10.471641,107.386760,MELIA,Meliá Ho Tram Beach Resort,Melia Lux Chain
10.471641,107.386760,MELIA,The Level Villas at Meliá Ho Tram Beach Resort,Melia Lux Chain
15.880938,108.330706,MELIA,The Hoi An Historic Hotel managed by Melia Hotels International,Melia Lux Chain
15.99976,108.269993,MELIA,Meliá Danang Beach Resort,Melia Lux Chain
9.571651,100.083908,MELIA,Meliá Koh Samui,Melia Lux Chain
18.7852489,99.0028574,MELIA,Meliá Chiang Mai,Melia Lux Chain
52.42855,10.78876,MELIA,Hotel Wolfsburg Centrum affiliated by Meliá,Melia Lux Chain
52.4282,10.787885,MELIA,INNSIDE Wolfsburg,Melia Lux Chain
50.779512,6.088551,MELIA,INNSIDE Aachen,Melia Lux Chain
52.53277,13.38061,MELIA,INNSiDE Berlin Mitte,Melia Lux Chain
52.52162,13.38850,MELIA,Meliá Berlin,Melia Lux Chain
51.48250,7.126007,MELIA,"Hotel Bochum Wattenscheid, Affiliated by Meliá",Melia Lux Chain
53.113642,8.744800,MELIA,INNSIDE Bremen,Melia Lux Chain
52.61766,10.0502,MELIA,TRYP Celle Hotel,Melia Lux Chain
51.49505,7.424741,MELIA,"Hotel Dortmund am Technologiezentrum, Affiliated by Meliá",Melia Lux Chain
51.05202,13.74318,MELIA,INNSIDE Dresden,Melia Lux Chain
51.25307,6.782615,MELIA,INNSIDE Düsseldorf Derendorf,Melia Lux Chain
51.215013,6.750319,MELIA,INNSIDE Düsseldorf Hafen,Melia Lux Chain
51.29548,6.55641,MELIA,Hotel Düsseldorf Krefeld Affiliated by Meliá,Melia Lux Chain
51.24205,6.734745,MELIA,INNSIDE Düsseldorf Seestern,Melia Lux Chain
51.23300,6.778819,MELIA,Meliá Düsseldorf,Melia Lux Chain
50.115185,8.628838,MELIA,Hotel Frankfurt Messe Affiliated by Meliá,Melia Lux Chain
50.112356,8.704881,MELIA,INNSIDE Frankfurt Ostend,Melia Lux Chain
50.11319,8.67194,MELIA,INNSIDE Frankfurt Eurotheum,Melia Lux Chain
50.1170473,8.6527253,MELIA,Meliá Frankfurt City,Melia Lux Chain
53.54528,10.01486,MELIA,INNSIDE Hamburg Hafen,Melia Lux Chain
51.29548,6.55641,MELIA,Hotel Düsseldorf Krefeld Affiliated by Meliá,Melia Lux Chain
51.339966,12.370577,MELIA,INNSIDE Leipzig,Melia Lux Chain
51.4882,6.8754,MELIA,Hotel Oberhausen Neue Mitte affiliated by Meliá,Melia Lux Chain
48.1362,11.5558,MELIA,Hotel München City Center affiliated by Meliá,Melia Lux Chain
48.15134,11.68219,MELIA,INNSIDE München Neue Messe,Melia Lux Chain
48.177116,11.593163,MELIA,INNSIDE München Parkstadt Schwabing,Melia Lux Chain
51.9503,7.6374,MELIA,Hotel Münster Kongresscenter Affiliated by Meliá,Melia Lux Chain
48.232157,16.412241,MELIA,Meliá Vienna,Melia Lux Chain
42.65321,27.69923,MELIA,Sol Nessebar Palace All Inclusive,Melia Lux Chain
42.65321,27.69923,MELIA,Sol Nessebar Bay All Inclusive,Melia Lux Chain
42.65321,27.69923,MELIA,Sol Nessebar Mare All Inclusive,Melia Lux Chain
42.659193000000,27.722261000000,MELIA,Sol Marina Palace,Melia Lux Chain
42.83985,27.88126,MELIA,Sol Luna Bay All Inclusive,Melia Lux Chain
43.29013,28.04396,MELIA,Meliá Grand Hermitage,Melia Lux Chain
42.691412304920206,27.70984481921159,MELIA,Meliá Sunny Beach,Melia Lux Chain
45.45613,13.51681,MELIA,Sol Aurora All Inclusive,Melia Lux Chain
45.46039,13.51432,MELIA,Meliá Coral,Melia Lux Chain
45.450513888888,13.518966666666,MELIA,Sol Stella Apartments,Melia Lux Chain
45.450893,13.514299,MELIA,Meliá Istrian Villas,Melia Lux Chain
45.44305,13.51060,MELIA,Sol Sipar,Melia Lux Chain
45.45051,13.51896,MELIA,Sol Amfora,Melia Lux Chain
45.44137,13.51143,MELIA,Adriatic - Guest House Komfor,Melia Lux Chain
45.444389,13.513160,MELIA,Sol Umag,Melia Lux Chain
45.46032,13.51779,MELIA,Village Sol Garden Istra,Melia Lux Chain
45.44442,13.51468,MELIA,Sol Umag Residence,Melia Lux Chain
45.46448,13.51538,MELIA,Apartments Polynesia,Melia Lux Chain
45.462150,13.51948,MELIA,Sol Katoro,Melia Lux Chain
45.45896,13.51798,MELIA,Sol Garden Istra,Melia Lux Chain
43.37527,-8.40286,MELIA,Meliá Maria Pita,Melia Lux Chain
38.341980,-0.478245,MELIA,Hotel Suites del Mar by Melia,Melia Lux Chain
38.557313,-0.147707,MELIA,The Level at Meliá Villaitana,Melia Lux Chain
38.559576,-0.14677,MELIA,Meliá Villaitana,Melia Lux Chain
38.342104,-0.478524,MELIA,Hotel Spa Porta Maris by Meliá,Melia Lux Chain
38.34414,-0.48329,MELIA,Hotel Alicante Gran Sol Affiliated by Meliá,Melia Lux Chain
38.34285,-0.47875,MELIA,Meliá Alicante,Melia Lux Chain
38.34285,-0.47875,MELIA,The Level at Meliá Alicante,Melia Lux Chain
36.72970,-3.73649,MELIA,Sol Los Fenicios,Melia Lux Chain
43.555364,-5.9220052,MELIA,Palacio de Avilés Affiliated by Meliá,Melia Lux Chain
42.70296,0.937349,MELIA,Apartamentos Blanheu,Melia Lux Chain
42.70296,0.937349,MELIA,Meliá Royal Tanau Boutique Hotel,Melia Lux Chain
41.3749,2.1704,MELIA,Hotel Barcelona Apolo Affiliated by Meliá,Melia Lux Chain
41.31263879999999,2.0683767000000444,MELIA,Hotel Barcelona Aeropuerto Affiliated By Meliá,Melia Lux Chain
41.40611,2.200657,MELIA,The Level at Meliá Barcelona Sky,Melia Lux Chain
41.412634,2.209566,MELIA,Hotel Barcelona Condal Mar Affiliated by Meliá,Melia Lux Chain
41.390974,2.141685,MELIA,Meliá Barcelona Sarrià,Melia Lux Chain
41.40619,2.200651,MELIA,Meliá Barcelona Sky,Melia Lux Chain
41.38918,2.16997,MELIA,ME Barcelona,Melia Lux Chain
36.60109,-4.51049,MELIA,Sol Timor Apartamentos,Melia Lux Chain
36.60054,-4.51153,MELIA,Sol House Costa del Sol,Melia Lux Chain
38.54005,-0.10514,MELIA,Meliá Benidorm,Melia Lux Chain
38.557313,-0.147707,MELIA,The Level at Meliá Villaitana,Melia Lux Chain
38.559576,-0.14677,MELIA,Meliá Villaitana,Melia Lux Chain
38.55437,-0.11052,MELIA,Halley Hotel & Apartments Affiliated By Melia,Melia Lux Chain
38.53607,-0.12271,MELIA,Sol Costablanca,Melia Lux Chain
38.536634,-0.108907,MELIA,Sol Pelícanos Ocas,Melia Lux Chain
43.26742,-2.94195,MELIA,Meliá Bilbao,Melia Lux Chain
36.50804,-6.27960,MELIA,Hotel Cádiz Paseo del Mar Affiliated by Meliá,Melia Lux Chain
36.68701,-6.13759,MELIA,Hotel Jerez Centro Affiliated by Meliá,Melia Lux Chain
36.35964,-6.17154,MELIA,Sol Sancti Petri Apartamentos,Melia Lux Chain
36.10966,-5.8239,MELIA,Meliá Atlanterra,Melia Lux Chain
36.346738888888,-6.164555555555,MELIA,Gran Meliá Sancti Petri,Melia Lux Chain
41.06905,1.065384,MELIA,Sol Port Cambrils,Melia Lux Chain
39.984318,-0.043664,MELIA,TRYP Castellón Center,Melia Lux Chain
36.35964,-6.17154,MELIA,Sol Sancti Petri Apartamentos,Melia Lux Chain
36.346738888888,-6.164555555555,MELIA,Gran Meliá Sancti Petri,Melia Lux Chain
37.88491,-4.78739,MELIA,TRYP Córdoba Hotel,Melia Lux Chain
38.54005,-0.10514,MELIA,Meliá Benidorm,Melia Lux Chain
38.557313,-0.147707,MELIA,The Level at Meliá Villaitana,Melia Lux Chain
38.559576,-0.14677,MELIA,Meliá Villaitana,Melia Lux Chain
38.34414,-0.48329,MELIA,Hotel Alicante Gran Sol Affiliated by Meliá,Melia Lux Chain
38.26662,-0.69482,MELIA,TRYP Ciudad de Elche Hotel,Melia Lux Chain
38.53607,-0.12271,MELIA,Sol Costablanca,Melia Lux Chain
38.34285,-0.47875,MELIA,Meliá Alicante,Melia Lux Chain
38.536634,-0.108907,MELIA,Sol Pelícanos Ocas,Melia Lux Chain
36.495278,-4.946944,MELIA,Meliá Marbella Banús,Melia Lux Chain
36.66301,-4.45956,MELIA,Sol Guadalmar,Melia Lux Chain
36.625545,-4.495259,MELIA,Sol Torremolinos - Don Pablo,Melia Lux Chain
36.62574,-4.49295,MELIA,Sol Torremolinos - Don Pedro,Melia Lux Chain
36.62092,-4.49618,MELIA,Meliá Costa del Sol,Melia Lux Chain
36.62574,-4.49294,MELIA,Sol Torremolinos - Don Marco,Melia Lux Chain
36.60109,-4.51049,MELIA,Sol Timor Apartamentos,Melia Lux Chain
36.632400,-4.491800,MELIA,Sol Príncipe,Melia Lux Chain
36.60054,-4.51153,MELIA,Sol House Costa del Sol,Melia Lux Chain
36.71609,-4.43271,MELIA,Hotel Malaga Alameda Centro Affiliated by Meliá,Melia Lux Chain
36.50760,-4.90338,MELIA,Hotel Don Pepe Gran Meliá,Melia Lux Chain
36.461887,-5.010861,MELIA,Sol Marbella Estepona · Atalaya Park,Melia Lux Chain
38.26662,-0.69482,MELIA,TRYP Ciudad de Elche Hotel,Melia Lux Chain
28.137417,-14.24700949999999,MELIA,INNSiDE Fuerteventura,Melia Lux Chain
28.136974,-14.245327,MELIA,Meliá Fuerteventura,Melia Lux Chain
28.05006,-14.3440,MELIA,Sol Fuerteventura Jandia – All Suites,Melia Lux Chain
43.536360,-5.643480,MELIA,Hotel Gijon Rey Pelayo Affiliated by Meliá,Melia Lux Chain
37.173092,-3.598448,MELIA,Meliá Granada,Melia Lux Chain
36.72970,-3.73649,MELIA,Sol Los Fenicios,Melia Lux Chain
27.77054,-15.5425,MELIA,Meliá Tamarindos,Melia Lux Chain
27.7498555716206,-15.5768672448117,MELIA,Sol Barbacan,Melia Lux Chain
40.62066,-3.16192,MELIA,TRYP Guadalajara Hotel,Melia Lux Chain
37.186412,-7.336274,MELIA,Meliá Atlántico Isla Canela,Melia Lux Chain
38.98525,1.545832,MELIA,Sol Beach House Ibiza,Melia Lux Chain
38.9920956,1.5696166,MELIA,ME Ibiza,Melia Lux Chain
38.96978,1.292095,MELIA,INNSiDE Ibiza,Melia Lux Chain
28.3693667,-16.858894,MELIA,Meliá Hacienda del Conde,Melia Lux Chain
28.137417,-14.24700949999999,MELIA,INNSiDE Fuerteventura,Melia Lux Chain
28.050981,-16.712909,MELIA,Sol Arona Tenerife,Melia Lux Chain
27.77054,-15.5425,MELIA,Meliá Tamarindos,Melia Lux Chain
28.136974,-14.245327,MELIA,Meliá Fuerteventura,Melia Lux Chain
28.05006,-14.3440,MELIA,Sol Fuerteventura Jandia – All Suites,Melia Lux Chain
27.7498555716206,-15.5768672448117,MELIA,Sol Barbacan,Melia Lux Chain
28.4174153,-16.5422837,MELIA,Sol Costa Atlantis,Melia Lux Chain
29.001225,-13.484527,MELIA,Meliá Salinas,Melia Lux Chain
28.06435,-16.7318,MELIA,Sol Tenerife,Melia Lux Chain
28.08714,-16.7352,MELIA,Sol Sun Beach Apartamentos,Melia Lux Chain
28.58229,-17.9091,MELIA,Sol La Palma,Melia Lux Chain
28.58229,-17.9091,MELIA,Sol La Palma Apartamentos,Melia Lux Chain
28.93100,-13.6236,MELIA,Sol Lanzarote All Inclusive,Melia Lux Chain
28.41496,-16.5567,MELIA,Sol Puerto de la Cruz Tenerife,Melia Lux Chain
28.206103,-16.833188,MELIA,RedLevel at Gran Meliá Palacio de Isora,Melia Lux Chain
28.09647,-16.7389,MELIA,Meliá Jardines del Teide,Melia Lux Chain
28.20448,-16.8308,MELIA,Gran Meliá Palacio de Isora,Melia Lux Chain
36.68701,-6.13759,MELIA,Hotel Jerez Centro Affiliated by Meliá,Melia Lux Chain
29.001225,-13.484527,MELIA,Meliá Salinas,Melia Lux Chain
28.93100,-13.6236,MELIA,Sol Lanzarote All Inclusive,Melia Lux Chain
28.58229,-17.9091,MELIA,Sol La Palma,Melia Lux Chain
28.58229,-17.9091,MELIA,Sol La Palma Apartamentos,Melia Lux Chain
42.60757,-5.58140,MELIA,TRYP León Hotel,Melia Lux Chain
40.419834,-3.709730,MELIA,Palacio de los Duques Gran Meliá,Melia Lux Chain
40.42296,-3.70976,MELIA,Hotel Madrid Plaza España Affiliated by Meliá,Melia Lux Chain
40.471911,-3.684774,MELIA,Hotel Madrid Chamartín Affiliated by Meliá,Melia Lux Chain
40.46139,-3.69211,MELIA,Meliá Castilla,Melia Lux Chain
40.435281,-3.685478,MELIA,Meliá Madrid Serrano,Melia Lux Chain
40.41986,-3.70233,MELIA,Hotel Madrid Gran Via 25 Affiliated by Meliá,Melia Lux Chain
40.42650,-3.68934,MELIA,Hotel Fénix Gran Meliá,Melia Lux Chain
40.46954,-3.58182,MELIA,Meliá Barajas,Melia Lux Chain
40.42289,-3.70966,MELIA,Hotel Madrid Centro Affiliated by Meliá,Melia Lux Chain
40.32982,-3.76364,MELIA,TRYP Madrid Leganés Hotel,Melia Lux Chain
40.42740,-3.71430,MELIA,Meliá Madrid Princesa,Melia Lux Chain
40.44777,-3.62826,MELIA,Meliá Avenida América,Melia Lux Chain
40.41156,-3.69761,MELIA,TRYP Madrid Atocha Hotel,Melia Lux Chain
40.46139,-3.69211,MELIA,The Level at Meliá Castilla,Melia Lux Chain
40.4456,-3.5436,MELIA,Apartamentos Madrid Airport Affiliated by Meliá,Melia Lux Chain
40.46921,-3.58096,MELIA,Hotel Madrid Alameda Aeropuerto Affiliated by Meliá,Melia Lux Chain
40.4146,-3.7013,MELIA,ME Madrid Reina Victoria,Melia Lux Chain
40.445514,-3.5432120,MELIA,Madrid Airport Suites Affiliated by Meliá,Melia Lux Chain
40.42041,-3.70404,MELIA,INNSiDE Madrid Gran Vía,Melia Lux Chain
39.514488,2.535814,MELIA,Sol Lunamar Apartamentos,Melia Lux Chain
39.505067,2.53207,MELIA,Meliá South Beach,Melia Lux Chain
39.50640147,2.53240257,MELIA,INNSiDE Calviá Beach,Melia Lux Chain
39.508290,2.534626,MELIA,Sol Wave House All Suites,Melia Lux Chain
39.50771,2.533003,MELIA,Sol House The Studio - Calvia Beach,Melia Lux Chain
39.515500,2.535500,MELIA,Sol Palmanova All Inclusive,Melia Lux Chain
39.50594,2.530691,MELIA,Sol Guadalupe,Melia Lux Chain
39.51816,2.536007,MELIA,INNSiDE Cala Blanca,Melia Lux Chain
39.502811,2.531901400000038,MELIA,Sol Barbados,Melia Lux Chain
39.503362,2.5332578000000012,MELIA,Meliá Calviá Beach,Melia Lux Chain
39.51027,2.534466,MELIA,Sol Katmandu Park & Resort,Melia Lux Chain
36.495278,-4.946944,MELIA,Meliá Marbella Banús,Melia Lux Chain
36.66301,-4.45956,MELIA,Sol Guadalmar,Melia Lux Chain
36.625545,-4.495259,MELIA,Sol Torremolinos - Don Pablo,Melia Lux Chain
36.62574,-4.49295,MELIA,Sol Torremolinos - Don Pedro,Melia Lux Chain
36.62092,-4.49618,MELIA,Meliá Costa del Sol,Melia Lux Chain
36.62574,-4.49294,MELIA,Sol Torremolinos - Don Marco,Melia Lux Chain
36.60109,-4.51049,MELIA,Sol Timor Apartamentos,Melia Lux Chain
36.632400,-4.491800,MELIA,Sol Príncipe,Melia Lux Chain
36.60054,-4.51153,MELIA,Sol House Costa del Sol,Melia Lux Chain
36.71609,-4.43271,MELIA,Hotel Malaga Alameda Centro Affiliated by Meliá,Melia Lux Chain
36.50760,-4.90338,MELIA,Hotel Don Pepe Gran Meliá,Melia Lux Chain
36.461887,-5.010861,MELIA,Sol Marbella Estepona · Atalaya Park,Melia Lux Chain
39.514488,2.535814,MELIA,Sol Lunamar Apartamentos,Melia Lux Chain
39.56830,2.631226,MELIA,Hotel Palma Bellver Affiliated by Meliá,Melia Lux Chain
39.56351,2.626612,MELIA,Hotel Victoria Gran Meliá,Melia Lux Chain
39.56439722,2.62809722,MELIA,Meliá Palma Marina,Melia Lux Chain
39.376428,3.232801,MELIA,Sol Cala d'Or Apartamentos,Melia Lux Chain
39.377024,3.232679,MELIA,Meliá Cala d'Or Boutique Hotel,Melia Lux Chain
39.505067,2.53207,MELIA,Meliá South Beach,Melia Lux Chain
39.50640147,2.53240257,MELIA,INNSiDE Calviá Beach,Melia Lux Chain
39.83180,3.115536,MELIA,INNSiDE Alcudia,Melia Lux Chain
39.563394,2.665935,MELIA,Meliá Palma Bay,Melia Lux Chain
39.80397,3.11872,MELIA,Playa Esperanza Resort Affiliated by Meliá,Melia Lux Chain
39.508290,2.534626,MELIA,Sol Wave House All Suites,Melia Lux Chain
39.50771,2.533003,MELIA,Sol House The Studio - Calvia Beach,Melia Lux Chain
39.515500,2.535500,MELIA,Sol Palmanova All Inclusive,Melia Lux Chain
39.50594,2.530691,MELIA,Sol Guadalupe,Melia Lux Chain
39.56639,2.625743,MELIA,INNSIDE Palma Bosque ,Melia Lux Chain
39.5773,2.6502,MELIA,INNSIDE Palma Center,Melia Lux Chain
39.51816,2.536007,MELIA,INNSiDE Cala Blanca,Melia Lux Chain
39.502811,2.531901400000038,MELIA,Sol Barbados,Melia Lux Chain
39.54378,2.595944,MELIA,Hotel de Mar Gran Meliá,Melia Lux Chain
39.503362,2.5332578000000012,MELIA,Meliá Calviá Beach,Melia Lux Chain
39.51027,2.534466,MELIA,Sol Katmandu Park & Resort,Melia Lux Chain
36.495278,-4.946944,MELIA,Meliá Marbella Banús,Melia Lux Chain
36.50760,-4.90338,MELIA,Hotel Don Pepe Gran Meliá,Melia Lux Chain
36.461887,-5.010861,MELIA,Sol Marbella Estepona · Atalaya Park,Melia Lux Chain
35.28904,-2.93782,MELIA,Hotel Melilla Puerto Affiliated by Meliá,Melia Lux Chain
39.92836,3.844056,MELIA,Sol Falcó All Inclusive,Melia Lux Chain
39.91570,4.037057,MELIA,Sol Beach House Menorca,Melia Lux Chain
39.89830,4.075520,MELIA,Sol Milanos Pingüinos,Melia Lux Chain
